 Cover,Issue ID,Year,Date,Price,Archive URL,Colors,Cultural Context,Caption,Clothing,Hair,Pose,Expression,Mood,Era Indicators
,19570801,1957,August 1957,$0.50,https://ipb-ma.playboy.com/issue/19570801,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",playboy magazine cover of a woman dressed as a bunny and a man in a bathing suit,swimsuit,blonde bob,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19570901,1957,September 1957,$0.50,https://ipb-ma.playboy.com/issue/19570901,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a magazine with a picture of a woman on the cover,lipstick,blonde short,standing,frown,happy,"1950s, vintage, mid-century, pin-up era"
,19571001,1957,October 1957,$0.50,https://ipb-ma.playboy.com/issue/19571001,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",this is a magazine cover for playboy featuring a woman in a fur coat,robe,blonde short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19571101,1957,November 1957,$0.50,https://ipb-ma.playboy.com/issue/19571101,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a cover of a magazine with a picture of a woman in a bikini,underwear,black short,standing,smiling,happy,"1950s, vintage, mid-century, pin-up era"
,19571201,1957,December 1957,$0.50,https://ipb-ma.playboy.com/issue/19571201,Sophisticated black with white text,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a cover of a magazine with a picture of a woman and a man,bowtie,black long,standing,surprised,happy,"1950s, vintage, mid-century, pin-up era"
,19580101,1958,January 1958,$0.50,https://ipb-ma.playboy.com/issue/19580101,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a poster of a rabbit in a tuxedo on the cover of a magazine,suit,blonde bunny ears,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580201,1958,February 1958,$0.50,https://ipb-ma.playboy.com/issue/19580201,Rich red background with black typography,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a cover of a magazine with a picture of a man on a skateboard,socks,blonde short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580301,1958,March 1958,$0.50,https://ipb-ma.playboy.com/issue/19580301,Rich red background with black typography,"Post-war prosperity, emergence of youth culture, conservative social norms",this is an image of a magazine cover for playboy featuring a man in a bunny suit,suit,black rabbit ears,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580401,1958,April 1958,$0.50,https://ipb-ma.playboy.com/issue/19580401,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a man that is playing a board game on the cover of a magazine,white shirt,black short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580501,1958,May 1958,$0.50,https://ipb-ma.playboy.com/issue/19580501,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a cover of a magazine with a woman in a red dress,nothing,blonde curly,standing,frown,sad,"1950s, vintage, mid-century, pin-up era"
,19580601,1958,June 1958,$0.50,https://ipb-ma.playboy.com/issue/19580601,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a cover of a magazine with a picture of a man and a woman,watch,red curly,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580701,1958,July 1958,$0.50,https://ipb-ma.playboy.com/issue/19580701,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a magazine cover with a woman in a bikini on the cover,bikini,black short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580801,1958,August 1958,$0.50,https://ipb-ma.playboy.com/issue/19580801,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",this is an image of a magazine advertisement for playboy,clothes,blonde short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19580901,1958,September 1958,$0.50,https://ipb-ma.playboy.com/issue/19580901,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a magazine cover with a picture of marilyn monroe in a tie,tie,blonde short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19581001,1958,October 1958,$0.50,https://ipb-ma.playboy.com/issue/19581001,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there are many bottles of wine on the cover of a magazine,bunny ears,brown bunny ears,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19581101,1958,November 1958,$0.50,https://ipb-ma.playboy.com/issue/19581101,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a man riding a ski lift on the cover of a magazine,ski suit,blonde short,sitting,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19581201,1958,December 1958,$0.50,https://ipb-ma.playboy.com/issue/19581201,Sophisticated black with white text,"Post-war prosperity, emergence of youth culture, conservative social norms",this is an image of a magazine cover with a woman ' s legs in tights,stockings,red short,sitting,smile,sad,"1950s, vintage, mid-century, pin-up era"
,19590101,1959,January 1959,$0.50,https://ipb-ma.playboy.com/issue/19590101,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",this is an image of a magazine cover with a hat and other items,gloves,black short,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19590201,1959,February 1959,$0.50,https://ipb-ma.playboy.com/issue/19590201,Sophisticated black with white text,"Post-war prosperity, emergence of youth culture, conservative social norms",the cover of a magazine with a picture of a woman on the cover,red shirt,red curly,sitting,smiling,happy,"1950s, vintage, mid-century, pin-up era"
,19590301,1959,March 1959,$0.50,https://ipb-ma.playboy.com/issue/19590301,Sophisticated black with white text,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a magazine cover with a woman standing next to a rabbit on a table,dress,black short,standing,happy,happy,"1950s, vintage, mid-century, pin-up era"
,19590401,1959,April 1959,$0.50,https://ipb-ma.playboy.com/issue/19590401,Deep burgundy with gold lettering,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a blue cover of a magazine with a drawing of a man,nothing,black short,standing,none,happy,"1950s, vintage, mid-century, pin-up era"
,19590501,1959,May 1959,$0.50,https://ipb-ma.playboy.com/issue/19590501,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",this is an image of a magazine cover for playboy featuring three women in a bathtub,bathing suit,brown short,standing,happy,happy,"1950s, vintage, mid-century, pin-up era"
,19590601,1959,June 1959,$0.50,https://ipb-ma.playboy.com/issue/19590601,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a woman riding a scooter next to a man on a scooter,shirt and pants,brown bunny ears,sitting,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19590701,1959,July 1959,$0.50,https://ipb-ma.playboy.com/issue/19590701,Rich red background with black typography,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a rabbit that is holding a flag on a string,suit,gray bunny ears,standing,happy,happy,"1950s, vintage, mid-century, pin-up era"
,19590801,1959,August 1959,$0.50,https://ipb-ma.playboy.com/issue/19590801,Rich red background with black typography,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a red poster with a woman ' s face on it,lipstick,black short,standing,woman is smiling,sad,"1950s, vintage, mid-century, pin-up era"
,19590901,1959,September 1959,$0.50,https://ipb-ma.playboy.com/issue/19590901,Classic black and white with red accents,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a magazine with a picture of a woman ' s legs in high heels,high heels,brown short,standing,none,happy,"1950s, vintage, mid-century, pin-up era"
,19591001,1959,October 1959,$0.50,https://ipb-ma.playboy.com/issue/19591001,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a woman in a red shirt and plaid skirt on the cover of a playboy magazine,skirt,blonde bob,standing,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19591101,1959,November 1959,$0.50,https://ipb-ma.playboy.com/issue/19591101,Rich red background with black typography,"Post-war prosperity, emergence of youth culture, conservative social norms",there is a rabbit in a tuxedo sitting at a table,suit,black bunny ears,standing,happy,happy,"1950s, vintage, mid-century, pin-up era"
,19591201,1959,December 1959,$0.50,https://ipb-ma.playboy.com/issue/19591201,Elegant white background with red logo,"Post-war prosperity, emergence of youth culture, conservative social norms",there are two hands that are holding wine glasses in front of each other,bracelet,black short,hands up,smile,happy,"1950s, vintage, mid-century, pin-up era"
,19600101,1960,January 1960,$0.75,https://ipb-ma.playboy.com/issue/19600101,Bright blue with pink accents,"Sexual revolution, counterculture movement, civil rights era",there is a cover of a magazine with a bunch of pictures on it,clothes,brown short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19600201,1960,February 1960,$0.75,https://ipb-ma.playboy.com/issue/19600201,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a rabbit in a tuxedo on the cover of playboy,tuxedo,white bunny ears,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19600301,1960,March 1960,$0.75,https://ipb-ma.playboy.com/issue/19600301,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a woman with red hair and blue eyes on the cover of a magazine,makeup,red red,standing,sad,sad,"1960s, swinging sixties, mod era, vintage"
,19600401,1960,April 1960,$0.75,https://ipb-ma.playboy.com/issue/19600401,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a woman in a bikini on the cover of a magazine,bikini,red afro,standing,happy,happy,"1960s, swinging sixties, mod era, vintage"
,19600501,1960,May 1960,$0.75,https://ipb-ma.playboy.com/issue/19600501,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",there is a magazine cover with a man putting a flower in his lapel,tie,red short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19600601,1960,June 1960,$0.75,https://ipb-ma.playboy.com/issue/19600601,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",playboy magazine cover of a woman driving a green car with bunny ears on the hood,rabbit ears,brown long and straight,sitting,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19600701,1960,July 1960,$0.75,https://ipb-ma.playboy.com/issue/19600701,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a magazine cover with a picture of a woman running on the beach,bikini,blonde short,standing,happy,happy,"1960s, swinging sixties, mod era, vintage"
,19600801,1960,August 1960,$0.75,https://ipb-ma.playboy.com/issue/19600801,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a woman sitting on the ground with a remote control,lingerie,black curly,squat,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19600901,1960,September 1960,$0.75,https://ipb-ma.playboy.com/issue/19600901,Bold orange and yellow tones,"Sexual revolution, counterculture movement, civil rights era",there is a cover of a magazine with a picture of a woman on the cover,nothing,blonde ponytail,standing,sad,sad,"1960s, swinging sixties, mod era, vintage"
,19601001,1960,October 1960,$0.75,https://ipb-ma.playboy.com/issue/19601001,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a rabbit smoking a pipe on the cover of a magazine,suit,black rabbit ears,sitting,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19601101,1960,November 1960,$0.75,https://ipb-ma.playboy.com/issue/19601101,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a cover of a magazine with a woman covering her eyes,mask,black short,face,angry,happy,"1960s, swinging sixties, mod era, vintage"
,19601201,1960,December 1960,$0.75,https://ipb-ma.playboy.com/issue/19601201,Bold orange and yellow tones,"Sexual revolution, counterculture movement, civil rights era",there is a magazine cover for playboy featuring a woman in a red bathing suit,bathing suit,blonde bob,standing,happy,happy,"1960s, swinging sixties, mod era, vintage"
,19610101,1961,January 1961,$0.75,https://ipb-ma.playboy.com/issue/19610101,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a rabbit sitting in a chair with pictures on the wall behind it,bunny suit,brown short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610201,1961,February 1961,$0.75,https://ipb-ma.playboy.com/issue/19610201,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a magazine cover with a woman in a red sweater throwing a snowball,sweater,black pigtails,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610301,1961,March 1961,$0.75,https://ipb-ma.playboy.com/issue/19610301,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",there is a woman in a white dress sitting on a bed talking on a cell phone,wedding dress,blonde bob,sitting,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610401,1961,April 1961,$0.75,https://ipb-ma.playboy.com/issue/19610401,Bold orange and yellow tones,"Sexual revolution, counterculture movement, civil rights era",there is a cover of a magazine with a sexy woman on the cover,stockings,black short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610501,1961,May 1961,$0.75,https://ipb-ma.playboy.com/issue/19610501,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",there is a woman covering her eyes with her hands on the cover of a magazine,nothing,blonde bob,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610601,1961,June 1961,$0.75,https://ipb-ma.playboy.com/issue/19610601,Bold orange and yellow tones,"Sexual revolution, counterculture movement, civil rights era",there is a woman in a red dress standing in front of a newspaper,dress,black bob,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610701,1961,July 1961,$0.75,https://ipb-ma.playboy.com/issue/19610701,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",there is a poster of a woman in lingerie on the cover of a magazine,lingerie,black curly,sitting,sad,sad,"1960s, swinging sixties, mod era, vintage"
,19610801,1961,August 1961,$0.75,https://ipb-ma.playboy.com/issue/19610801,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",there is a vintage playboy magazine cover of a group of pinup girls,bathing suit,red short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19610901,1961,September 1961,$0.75,https://ipb-ma.playboy.com/issue/19610901,Bright blue with pink accents,"Sexual revolution, counterculture movement, civil rights era",there is a woman sitting on a chair with a book in her lap,dress,red bob,sitting,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19611001,1961,October 1961,$0.75,https://ipb-ma.playboy.com/issue/19611001,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",this is an image of a magazine cover for playboy featuring a man in a tuxedo and a woman in a red dress,shoes,black short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19611101,1961,November 1961,$0.75,https://ipb-ma.playboy.com/issue/19611101,Psychedelic colors with mod design,"Sexual revolution, counterculture movement, civil rights era",this is a magazine cover for playboy featuring a woman smoking a cigarette,black shirt,brown short,standing,angry,anger,"1960s, swinging sixties, mod era, vintage"
,19611201,1961,December 1961,$0.75,https://ipb-ma.playboy.com/issue/19611201,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a magazine cover with a picture of a woman holding a pair of scissors,bowtie,brown short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19620101,1962,January 1962,$0.75,https://ipb-ma.playboy.com/issue/19620101,Pop art inspired color palette,"Sexual revolution, counterculture movement, civil rights era",there is a rabbit in a tuxedo on the cover of playboy magazine,suit,black short,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19620201,1962,February 1962,$0.75,https://ipb-ma.playboy.com/issue/19620201,Vibrant red with white typography,"Sexual revolution, counterculture movement, civil rights era",there is a woman in a white dress on the cover of a playboy magazine,wedding dress,blonde blonde,standing,smile,happy,"1960s, swinging sixties, mod era, vintage"
,19620301,1962,March 1962,$0.75,https://ipb-ma.playboy.com/issue/19620301,Bright blue with pink accents,"Sexual revolution, counterculture movement, civil rights era",this is an image of a painting of a woman on the cover of a magazine,dress,brown long and straight,sitting,smile,sad,"1960s, swinging sixties, mod era, vintage"
